"(PDH-CSV 4.0) (China Standard Time)(-480)","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\AvgIOSizeInBytes","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\AvgIOSizeInBytes","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\AvgIOSizeInBytes","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\IOPS","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\IOPS","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\IOPS","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\DeltaReadThrottleTimeInSec","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\DeltaReadThrottleTimeInSec","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\DeltaReadThrottleTimeInSec","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\MBPS","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\MBPS","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\MBPS","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\WriteIOPS","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\WriteIOPS","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\WriteIOPS","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\AvgWriteIOSizeInBytes","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\AvgWriteIOSizeInBytes","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\AvgWriteIOSizeInBytes","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\DeltaWriteThrottleTimeInSec","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\DeltaWriteThrottleTimeInSec","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\DeltaWriteThrottleTimeInSec","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\QD","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\QD","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\QD","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\DeltaThrottled","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\DeltaThrottled","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\DeltaThrottled","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\WriteMBPS","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\WriteMBPS","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\WriteMBPS","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\DeltaThrottleTimeInSec","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\DeltaThrottleTimeInSec","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\DeltaThrottleTimeInSec","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\DeltaReadsThrottled","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\DeltaReadsThrottled","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\DeltaReadsThrottled","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\ReadMBPS","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\ReadMBPS","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\ReadMBPS","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\AvgReadIOSizeInBytes","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\AvgReadIOSizeInBytes","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\AvgReadIOSizeInBytes","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\ReadIOPS","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\ReadIOPS","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\ReadIOPS","\\LocalHost\AzureVMBlob(Blob:_masgstrps1sapdb1_vhds_MASG-1SAPBWD1OSDisk.vhd)\DeltaWritesThrottled","\\LocalHost\AzureVMBlob(Blob:LocalTempDisk)\DeltaWritesThrottled","\\LocalHost\AzureVMBlob(Blob:SumOfAllBlob)\DeltaWritesThrottled"
"12/15/2017 11:01:04.000","16305","0","16305","7.7999999999999998","0","7.7999999999999998","0","0","0","0.12718099999999999","0","0.12718099999999999","6.4000000000000004","0","6.4000000000000004","14496","0","14496","0","0","0","0.0136411","0","0.0136411","0","0","0","0.092774400000000007","0","0.092774400000000007","0","0","0","0","0","0","0.034406399999999997","0","0.034406399999999997","24576","0","24576","1.3999999999999999","0","1.3999999999999999","0","0","0"
"12/15/2017 11:01:09.000","11997","0","11997","12","0","12","0","0","0","0.14397399999999999","0","0.14397399999999999","11.800000000000001","0","11.800000000000001","12062","0","12062","0","0","0","0.0085891000000000006","0","0.0085891000000000006","0","0","0","0.14233599999999999","0","0.14233599999999999","0","0","0","0","0","0","0.0016383999999999999","0","0.0016383999999999999","8192","0","8192","0.20000000000000001","0","0.20000000000000001","0","0","0"
"12/15/2017 11:01:14.000","9298","0","9298","6.2000000000000002","0","6.2000000000000002","0","0","0","0.0576512","0","0.0576512","5.2000000000000002","0","5.2000000000000002","10121","0","10121","0","0","0","0.0077857400000000002","0","0.0077857400000000002","0","0","0","0.052633600000000003","0","0.052633600000000003","0","0","0","0","0","0","0.0050175999999999997","0","0.0050175999999999997","5017","0","5017","1","0","1","0","0","0"
"12/15/2017 11:01:19.000","32689","0","32689","2.6000000000000001","0","2.6000000000000001","0","0","0","0.084991999999999998","0","0.084991999999999998","2.2000000000000002","0","2.2000000000000002","37143","0","37143","0","0","0","0.0026687199999999999","0","0.0026687199999999999","0","0","0","0.081715200000000002","0","0.081715200000000002","0","0","0","0","0","0","0.0032767999999999999","0","0.0032767999999999999","8192","0","8192","0.40000000000000002","0","0.40000000000000002","0","0","0"
"12/15/2017 11:01:24.000","8192","0","8192","1","0","1","0","0","0","0.0081919999999999996","0","0.0081919999999999996","1","0","1","8192","0","8192","0","0","0","0.0017735400000000001","0","0.0017735400000000001","0","0","0","0.0081919999999999996","0","0.0081919999999999996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:01:29.000","12930","0","12930","10.199999999999999","0","10.199999999999999","0","0","0","0.13189100000000001","0","0.13189100000000001","9","0","9","13562","0","13562","0","0","0","0.0079437799999999992","0","0.0079437799999999992","0","0","0","0.122061","0","0.122061","0","0","0","0","0","0","0.0098303999999999996","0","0.0098303999999999996","8192","0","8192","1.2","0","1.2","0","0","0"
"12/15/2017 11:01:34.000","24576","0","24576","1.3999999999999999","0","1.3999999999999999","0","0","0","0.034406399999999997","0","0.034406399999999997","1.3999999999999999","0","1.3999999999999999","24576","0","24576","0","0","0","0.001835","0","0.001835","0","0","0","0.034406399999999997","0","0.034406399999999997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:01:39.000","40846","0","40846","1.8","0","1.8","0","0","0","0.073523199999999997","0","0.073523199999999997","1.8","0","1.8","40846","0","40846","0","0","0","0.0016578400000000001","0","0.0016578400000000001","0","0","0","0.073523199999999997","0","0.073523199999999997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:01:44.000","5973","0","5973","4.7999999999999998","0","4.7999999999999998","0","0","0","0.028672","0","0.028672","4.5999999999999996","0","4.5999999999999996","5876","0","5876","0","0","0","0.00284702","0","0.00284702","0","0","0","0.027033600000000001","0","0.027033600000000001","0","0","0","0","0","0","0.0016383999999999999","0","0.0016383999999999999","8192","0","8192","0.20000000000000001","0","0.20000000000000001","0","0","0"
"12/15/2017 11:01:49.000","26048","0","26048","3.2000000000000002","0","3.2000000000000002","0","0","0","0.0833536","0","0.0833536","3.2000000000000002","0","3.2000000000000002","26048","0","26048","0","0","0","0.0020108999999999999","0","0.0020108999999999999","0","0","0","0.0833536","0","0.0833536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:01:54.000","16657","0","16657","3","0","3","0","0","0","0.0499712","0","0.0499712","2.6000000000000001","0","2.6000000000000001","17959","0","17959","0","0","0","0.0047748199999999999","0","0.0047748199999999999","0","0","0","0.046694399999999997","0","0.046694399999999997","0","0","0","0","0","0","0.0032767999999999999","0","0.0032767999999999999","8192","0","8192","0.40000000000000002","0","0.40000000000000002","0","0","0"
"12/15/2017 11:01:59.000","14214","0","14214","8.4000000000000004","0","8.4000000000000004","0","0","0","0.119398","0","0.119398","8.4000000000000004","0","8.4000000000000004","14214","0","14214","0","0","0","0.0032935199999999999","0","0.0032935199999999999","0","0","0","0.119398","0","0.119398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:02:04.000","7951","0","7951","3.3999999999999999","0","3.3999999999999999","0","0","0","0.027033600000000001","0","0.027033600000000001","3.3999999999999999","0","3.3999999999999999","7951","0","7951","0","0","0","0.0060604400000000003","0","0.0060604400000000003","0","0","0","0.027033600000000001","0","0.027033600000000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:02:09.000","21682","0","21682","4.5999999999999996","0","4.5999999999999996","0","0","0","0.099737599999999996","0","0.099737599999999996","3.7999999999999998","0","3.7999999999999998","24522","0","24522","0","0","0","0.0055560000000000002","0","0.0055560000000000002","0","0","0","0.093184000000000003","0","0.093184000000000003","0","0","0","0","0","0","0.0065535999999999997","0","0.0065535999999999997","8192","0","8192","0.80000000000000004","0","0.80000000000000004","0","0","0"
"12/15/2017 11:02:14.000","10119","0","10119","6.7999999999999998","0","6.7999999999999998","0","0","0","0.068812799999999993","0","0.068812799999999993","6.4000000000000004","0","6.4000000000000004","10240","0","10240","0","0","0","0.0032864000000000001","0","0.0032864000000000001","0","0","0","0.065535999999999997","0","0.065535999999999997","0","0","0","0","0","0","0.0032767999999999999","0","0.0032767999999999999","8192","0","8192","0.40000000000000002","0","0.40000000000000002","0","0","0"
"12/15/2017 11:02:19.000","50346","0","50346","1.2","0","1.2","0","0","0","0.060415999999999997","0","0.060415999999999997","1.2","0","1.2","50346","0","50346","0","0","0","0.00142676","0","0.00142676","0","0","0","0.060415999999999997","0","0.060415999999999997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:02:24.000","11170","0","11170","2.2000000000000002","0","2.2000000000000002","0","0","0","0.024576000000000001","0","0.024576000000000001","2.2000000000000002","0","2.2000000000000002","11170","0","11170","0","0","0","0.0027330200000000001","0","0.0027330200000000001","0","0","0","0.024576000000000001","0","0.024576000000000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:02:29.000","24901","0","24901","4.4000000000000004","0","4.4000000000000004","0","0","0","0.109568","0","0.109568","3.3999999999999999","0","3.3999999999999999","29816","0","29816","0","0","0","0.0054498000000000003","0","0.0054498000000000003","0","0","0","0.10137599999999999","0","0.10137599999999999","0","0","0","0","0","0","0.0081919999999999996","0","0.0081919999999999996","8192","0","8192","1","0","1","0","0","0"
"12/15/2017 11:02:34.000","9175","0","9175","5","0","5","0","0","0","0.045875199999999998","0","0.045875199999999998","4.7999999999999998","0","4.7999999999999998","9216","0","9216","0","0","0","0.0033702799999999998","0","0.0033702799999999998","0","0","0","0.0442368","0","0.0442368","0","0","0","0","0","0","0.0016383999999999999","0","0.0016383999999999999","8192","0","8192","0.20000000000000001","0","0.20000000000000001","0","0","0"
"12/15/2017 11:02:39.000","28057","0","28057","3","0","3","0","0","0","0.084172800000000006","0","0.084172800000000006","2.7999999999999998","0","2.7999999999999998","29476","0","29476","0","0","0","0.0041642199999999997","0","0.0041642199999999997","0","0","0","0.082534399999999994","0","0.082534399999999994","0","0","0","0","0","0","0.0016383999999999999","0","0.0016383999999999999","8192","0","8192","0.20000000000000001","0","0.20000000000000001","0","0","0"
"12/15/2017 11:02:44.000","20187","0","20187","2.7999999999999998","0","2.7999999999999998","0","0","0","0.0565248","0","0.0565248","2.2000000000000002","0","2.2000000000000002","23458","0","23458","0","0","0","0.00295524","0","0.00295524","0","0","0","0.051609599999999999","0","0.051609599999999999","0","0","0","0","0","0","0.0049151999999999998","0","0.0049151999999999998","8192","0","8192","0.59999999999999998","0","0.59999999999999998","0","0","0"
"12/15/2017 11:02:49.000","17948","0","17948","7.2000000000000002","0","7.2000000000000002","0","0","0","0.12922900000000001","0","0.12922900000000001","7.2000000000000002","0","7.2000000000000002","17948","0","17948","0","0","0","0.0048986200000000002","0","0.0048986200000000002","0","0","0","0.12922900000000001","0","0.12922900000000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:02:54.000","11543","0","11543","2.2000000000000002","0","2.2000000000000002","0","0","0","0.0253952","0","0.0253952","2","0","2","11878","0","11878","0","0","0","0.0044416200000000003","0","0.0044416200000000003","0","0","0","0.023756800000000002","0","0.023756800000000002","0","0","0","0","0","0","0.0016383999999999999","0","0.0016383999999999999","8192","0","8192","0.20000000000000001","0","0.20000000000000001","0","0","0"
"12/15/2017 11:02:59.000","36498","0","36498","2.7999999999999998","0","2.7999999999999998","0","0","0","0.10219499999999999","0","0.10219499999999999","2.6000000000000001","0","2.6000000000000001","38675","0","38675","0","0","0","0.0033749399999999999","0","0.0033749399999999999","0","0","0","0.10055699999999999","0","0.10055699999999999","0","0","0","0","0","0","0.0016383999999999999","0","0.0016383999999999999","8192","0","8192","0.20000000000000001","0","0.20000000000000001","0","0","0"
"12/15/2017 11:03:04.000","7492","0","7492","8.1999999999999993","0","8.1999999999999993","0","0","0","0.061440000000000002","0","0.061440000000000002","8.1999999999999993","0","8.1999999999999993","7492","0","7492","0","0","0","0.0075499599999999997","0","0.0075499599999999997","0","0","0","0.061440000000000002","0","0.061440000000000002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:03:09.000","25460","0","25460","4.4000000000000004","0","4.4000000000000004","0","0","0","0.112026","0","0.112026","4","0","4","27187","0","27187","0","0","0","0.0047106400000000003","0","0.0047106400000000003","0","0","0","0.108749","0","0.108749","0","0","0","0","0","0","0.0032767999999999999","0","0.0032767999999999999","8192","0","8192","0.40000000000000002","0","0.40000000000000002","0","0","0"
"12/15/2017 11:03:14.000","8832","0","8832","4","0","4","0","0","0","0.035327999999999998","0","0.035327999999999998","3.6000000000000001","0","3.6000000000000001","8903","0","8903","0","0","0","0.0056154200000000003","0","0.0056154200000000003","0","0","0","0.032051200000000002","0","0.032051200000000002","0","0","0","0","0","0","0.0032767999999999999","0","0.0032767999999999999","8192","0","8192","0.40000000000000002","0","0.40000000000000002","0","0","0"
"12/15/2017 11:03:19.000","59264","0","59264","1.6000000000000001","0","1.6000000000000001","0","0","0","0.094822400000000001","0","0.094822400000000001","1.6000000000000001","0","1.6000000000000001","59264","0","59264","0","0","0","0.00088699999999999998","0","0.00088699999999999998","0","0","0","0.094822400000000001","0","0.094822400000000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:03:24.000","6945","0","6945","4.5999999999999996","0","4.5999999999999996","0","0","0","0.031948799999999999","0","0.031948799999999999","4.5999999999999996","0","4.5999999999999996","6945","0","6945","0","0","0","0.00151542","0","0.00151542","0","0","0","0.031948799999999999","0","0.031948799999999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:03:29.000","45707","0","45707","2.2000000000000002","0","2.2000000000000002","0","0","0","0.10055699999999999","0","0.10055699999999999","2.2000000000000002","0","2.2000000000000002","45707","0","45707","0","0","0","0.0019205800000000001","0","0.0019205800000000001","0","0","0","0.10055699999999999","0","0.10055699999999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:03:34.000","4096","0","4096","0.20000000000000001","0","0.20000000000000001","0","0","0","0.00081919999999999996","0","0.00081919999999999996","0.20000000000000001","0","0.20000000000000001","4096","0","4096","0","0","0","4.1200000000000004e-006","0","4.1200000000000004e-006","0","0","0","0.00081919999999999996","0","0.00081919999999999996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/15/2017 11:03:39.000","14307","0","14307","7.2000000000000002","0","7.2000000000000002","0","0","0","0.10301399999999999","0","0.10301399999999999","6","0","6","15530","0","15530","0","0","0","0.0063192999999999999","0","0.0063192999999999999","0","0","0","0.093184000000000003","0","0.093184000000000003","0","0","0","0","0","0","0.0098303999999999996","0","0.0098303999999999996","8192","0","8192","1.2","0","1.2","0","0","0"
"12/15/2017 11:03:44.000","18589","0","18589","2.6000000000000001","0","2.6000000000000001","0","0","0","0.048332800000000002","0","0.048332800000000002","2.3999999999999999","0","2.3999999999999999","19456","0","19456","0","0","0","0.00290384","0","0.00290384","0","0","0","0.046694399999999997","0","0.046694399999999997","0","0","0","0","0","0","0.0016383999999999999","0","0.0016383999999999999","8192","0","8192","0.20000000000000001","0","0.20000000000000001","0","0","0"
